;Date;Channel;Duration;User
21890;08/07/20;Fiction;24;100044
21891;28/02/20;Sport;21;100004
21892;22/05/20;Sport;87;100015
21893;11/04/20;Sport;18;100009
21894;26/11/20;Sport;27;100034
21895;13/08/20;News;12;100007
21896;02/04/20;Sport;60;100036
21897;19/11/20;Movies;9;100038
21898;01/01/20;Fiction;26;100026
21899;29/09/20;News;11;100016
21900;06/05/20;News;9;100028
21901;09/12/20;Movies;12;100000
21902;05/03/20;Sport;33;100001
21903;25/02/20;Sport;13;100041
21904;26/01/20;Sport;140;100034
21905;24/09/20;Sport;12;100020
21906;29/06/20;Fiction;13;100013
21907;02/04/20;Fiction;16;100019
21908;24/02/20;Sport;9;100013
21909;18/03/20;Movies;6;100028
21910;08/07/20;Movies;4;100027
21911;04/05/20;Movies;27;100030
21912;21/12/20;Fiction;19;100041
21913;07/10/20;Fiction;7;100022
21914;02/05/20;Movies;10;100041
21915;23/11/20;Fiction;17;100004
21916;22/06/20;Sport;23;100032
21917;15/01/20;Fiction;23;100000
21918;08/06/20;Movies;12;100013
21919;18/02/20;Sport;6;100032
21920;19/11/20;Fiction;7;100002
21921;14/06/20;News;5;100009
21922;08/08/20;Movies;9;100001
21923;02/01/20;News;2;100020
21924;10/12/20;Sport;117;100013
21925;06/05/20;Fiction;1;100019
21926;21/08/20;Movies;9;100045
21927;08/12/20;News;15;100008
21928;31/08/20;News;15;100023
21929;15/02/20;Movies;6;100020
21930;07/09/20;Movies;8;100025
21931;16/02/20;Sport;47;100031
21932;25/01/20;Fiction;10;100022
21933;16/09/20;Fiction;21;100009
21934;15/02/20;Movies;2;100049
21935;14/01/20;Sport;5;100033
21936;14/05/20;Fiction;7;100043
21937;02/06/20;Sport;11;100007
21938;11/03/20;News;10;100012
21939;01/04/20;Movies;4;100029
21940;08/08/20;Fiction;25;100049
21941;18/06/20;News;16;100015
21942;25/02/20;Movies;54;100036
21943;19/01/20;Fiction;6;100015
21944;16/06/20;Movies;44;100011
21945;20/07/20;Fiction;3;100030
21946;26/04/20;Sport;0;100046
21947;03/02/20;News;3;100044
21948;24/01/20;News;18;100046
21949;20/03/20;Sport;25;100004
21950;14/01/20;Fiction;16;100006
21951;09/02/20;News;3;100029
21952;22/12/20;Fiction;18;100012
21953;01/01/20;Fiction;21;100003
21954;16/09/20;Movies;8;100039
21955;26/09/20;Fiction;19;100028
21956;20/04/20;Fiction;20;100020
21957;11/03/20;Movies;2;100002
21958;04/04/20;News;1;100005
21959;05/06/20;Fiction;15;100045
21960;05/09/20;Fiction;10;100002
21961;16/12/20;Sport;79;100041
21962;10/12/20;Movies;40;100033
21963;17/09/20;Fiction;27;100014
21964;15/03/20;News;7;100005
21965;09/12/20;Sport;12;100039
21966;24/09/20;Sport;67;100047
21967;17/05/20;News;15;100012
21968;23/12/20;Sport;26;100023
21969;18/06/20;News;6;100019
21970;02/11/20;News;11;100039
21971;21/06/20;News;6;100047
21972;22/01/20;Movies;8;100044
21973;04/02/20;News;3;100014
21974;12/09/20;Fiction;0;100034
21975;11/05/20;Fiction;17;100022
21976;12/03/20;News;12;100037
21977;18/09/20;Sport;82;100041
21978;05/07/20;Fiction;3;100005
21979;29/11/20;Movies;8;100034
21980;25/07/20;News;15;100047
21981;05/03/20;Movies;3;100019
21982;21/07/20;Movies;9;100041
21983;25/09/20;Fiction;2;100010
21984;03/01/20;News;5;100016
21985;15/07/20;Sport;31;100046
21986;09/02/20;Sport;6;100021
21987;20/01/20;Fiction;21;100007
21988;25/04/20;Fiction;21;100033
21989;01/09/20;Fiction;3;100004
21990;28/09/20;Sport;44;100000
21991;04/07/20;Fiction;13;100030
21992;03/06/20;Movies;2;100029
21993;05/09/20;News;16;100034
21994;29/09/20;News;1;100010
21995;03/04/20;Sport;57;100018
21996;21/01/20;News;14;100037
21997;14/02/20;Movies;82;100028
21998;21/12/20;Sport;3;100003
21999;17/08/20;Movies;9;100008
22000;03/05/20;Fiction;18;100038
22001;14/07/20;Sport;22;100014
22002;13/06/20;Fiction;21;100031
22003;01/12/20;Fiction;8;100020
22004;06/07/20;Sport;9;100023
22005;27/04/20;News;8;100020
22006;04/12/20;Fiction;14;100020
22007;13/05/20;Fiction;24;100034
22008;30/03/20;News;18;100037
22009;11/06/20;Movies;16;100024
22010;17/07/20;News;8;100015
22011;19/11/20;Movies;6;100018
22012;02/12/20;News;5;100004
22013;18/10/20;Movies;5;100018
22014;29/01/20;Fiction;28;100043
22015;26/10/20;Fiction;8;100047
22016;29/04/20;Fiction;23;100044
22017;05/08/20;News;13;100007
22018;30/01/20;Sport;3;100005
22019;09/01/20;Movies;0;100027
22020;06/03/20;Sport;2;100024
22021;09/12/20;Movies;15;100029
22022;14/05/20;Movies;7;100037
22023;02/04/20;Sport;81;100016
22024;12/06/20;Sport;4;100035
22025;06/06/20;News;3;100033
22026;15/01/20;Sport;38;100037
22027;02/03/20;Movies;6;100049
22028;14/08/20;News;7;100020
22029;28/05/20;Fiction;27;100042
22030;22/04/20;Movies;68;100008
22031;26/02/20;Sport;7;100032
22032;06/12/20;Movies;10;100027
22033;09/08/20;Sport;9;100005
22034;28/04/20;Movies;38;100021
22035;30/10/20;Fiction;15;100015
22036;22/08/20;News;4;100011
22037;07/07/20;News;17;100000
22038;20/12/20;Sport;14;100017
22039;13/09/20;Sport;15;100048
22040;17/07/20;News;0;100021
22041;08/10/20;News;14;100049
22042;20/09/20;News;7;100033
22043;08/04/20;Fiction;10;100026
22044;25/04/20;News;12;100001
22045;25/04/20;Sport;30;100031
22046;03/04/20;Fiction;19;100021
22047;12/12/20;Movies;4;100013
22048;18/12/20;Fiction;20;100030
22049;16/08/20;Movies;8;100004
22050;20/02/20;Sport;17;100049
22051;10/10/20;Movies;2;100039
22052;13/04/20;Fiction;24;100043
22053;11/09/20;Sport;1;100048
22054;11/11/20;Movies;14;100015
22055;25/06/20;Movies;14;100049
22056;23/02/20;News;12;100006
22057;10/12/20;Fiction;5;100037
22058;27/03/20;Fiction;2;100010
22059;18/08/20;Sport;42;100023
22060;19/06/20;Movies;9;100049
22061;07/06/20;Movies;4;100018
22062;29/01/20;Sport;40;100040
22063;18/06/20;Fiction;26;100029
22064;23/11/20;Fiction;1;100043
22065;22/01/20;Movies;3;100019
22066;23/04/20;Sport;2;100005
22067;23/11/20;News;12;100030
22068;06/11/20;Movies;33;100031
22069;30/04/20;Fiction;25;100036
22070;03/04/20;Fiction;3;100010
22071;31/05/20;Fiction;1;100011
22072;13/05/20;Sport;32;100042
22073;04/01/20;Fiction;28;100013
22074;25/09/20;Fiction;21;100049
22075;24/12/20;Fiction;28;100035
22076;13/12/20;Sport;3;100022
22077;13/10/20;Fiction;27;100028
22078;22/10/20;Sport;24;100033
22079;12/02/20;Movies;26;100026
22080;13/10/20;Sport;150;100037
22081;14/07/20;News;7;100041
22082;06/11/20;Movies;33;100010
22083;26/12/20;Movies;6;100011
22084;24/08/20;Movies;42;100010
22085;08/08/20;News;17;100006
22086;11/08/20;Sport;16;100003
22087;09/09/20;Movies;5;100037
22088;01/06/20;Fiction;1;100016
22089;25/01/20;Sport;78;100016
22090;05/07/20;Sport;137;100042
22091;14/06/20;Fiction;30;100011
22092;01/02/20;Movies;4;100010
22093;11/05/20;Sport;16;100029
22094;20/04/20;Fiction;27;100037
22095;19/08/20;News;0;100043
22096;28/07/20;Movies;7;100028
22097;12/04/20;Sport;17;100040
22098;26/06/20;News;14;100047
22099;05/07/20;Movies;14;100022
22100;01/07/20;Movies;11;100030
22101;26/11/20;Fiction;15;100023
22102;28/05/20;Sport;8;100021
22103;25/10/20;Sport;13;100009
22104;12/03/20;Fiction;15;100027
22105;17/12/20;Fiction;13;100006
22106;18/09/20;Sport;127;100046
22107;28/12/20;Movies;112;100013
22108;23/06/20;Fiction;29;100034
22109;22/05/20;Fiction;24;100045
22110;13/07/20;Sport;6;100000
22111;16/12/20;News;6;100044
22112;17/09/20;News;14;100047
22113;10/10/20;News;0;100026
22114;28/05/20;Fiction;8;100014
22115;29/11/20;Movies;7;100027
22116;06/10/20;News;12;100012
22117;13/05/20;Fiction;17;100047
22118;16/04/20;Movies;6;100016
22119;08/11/20;Fiction;0;100013
22120;19/06/20;Fiction;13;100007
22121;30/08/20;Movies;51;100047
22122;03/09/20;Movies;3;100019
22123;14/05/20;News;1;100039
22124;09/03/20;News;13;100010
22125;15/08/20;News;17;100025
22126;25/01/20;Sport;12;100010
22127;14/05/20;Movies;7;100016
22128;06/03/20;Fiction;3;100033
22129;30/03/20;Sport;11;100011
22130;30/08/20;Movies;57;100028
22131;10/07/20;News;10;100046
22132;26/09/20;Fiction;9;100038
22133;10/05/20;Fiction;10;100044
22134;18/08/20;Sport;48;100011
22135;30/04/20;Fiction;5;100016
22136;15/02/20;Fiction;16;100000
22137;06/06/20;Fiction;13;100016
22138;09/09/20;Movies;3;100047
22139;13/01/20;News;3;100044
22140;02/10/20;Sport;22;100000
22141;21/04/20;News;8;100005
22142;16/11/20;Movies;55;100049
22143;18/11/20;Fiction;0;100041
22144;22/12/20;News;10;100007
22145;07/08/20;News;14;100023
22146;26/07/20;Fiction;9;100016
22147;05/02/20;Fiction;5;100034
22148;29/11/20;News;8;100006
22149;04/07/20;News;17;100020
22150;02/06/20;Fiction;27;100006
22151;27/11/20;News;0;100003
22152;18/08/20;News;5;100006
22153;11/07/20;Sport;66;100002
22154;06/03/20;Movies;7;100046
22155;21/07/20;Movies;8;100010
22156;15/07/20;News;11;100019
22157;12/01/20;Sport;82;100032
22158;04/02/20;News;16;100032
22159;17/07/20;News;12;100045
22160;29/11/20;Fiction;4;100012
22161;20/11/20;Sport;33;100010
22162;16/05/20;News;15;100040
22163;04/11/20;News;12;100029
22164;13/09/20;Fiction;7;100005
22165;07/01/20;Movies;5;100028
22166;23/05/20;Sport;100;100017
22167;08/06/20;Sport;0;100007
22168;06/07/20;Movies;52;100006
22169;16/11/20;News;9;100009
22170;06/07/20;Sport;26;100003
22171;04/10/20;Fiction;3;100010
22172;12/01/20;Sport;150;100009
22173;18/08/20;Movies;14;100007
22174;19/01/20;News;8;100010
22175;28/02/20;News;3;100030
22176;04/02/20;Fiction;10;100031
22177;26/11/20;Fiction;16;100005
22178;02/10/20;Fiction;3;100038
22179;15/10/20;Movies;6;100005
22180;21/05/20;Fiction;23;100006
22181;02/07/20;Sport;3;100046
22182;16/09/20;Sport;21;100020
22183;04/07/20;Movies;69;100015
22184;20/02/20;Sport;45;100006
22185;25/09/20;Movies;45;100043
22186;11/06/20;Movies;12;100020
22187;07/05/20;Movies;4;100019
22188;22/07/20;News;0;100004
22189;10/06/20;News;10;100034
22190;29/07/20;News;3;100047
22191;10/11/20;Fiction;21;100001
22192;13/08/20;Movies;46;100049
22193;17/03/20;Sport;28;100000
22194;25/10/20;News;6;100025
22195;10/09/20;Movies;0;100022
22196;15/06/20;News;6;100001
22197;17/01/20;Fiction;17;100025
22198;24/04/20;Movies;1;100032
22199;19/03/20;News;6;100032
22200;14/04/20;Sport;11;100015
22201;07/11/20;Fiction;26;100049
22202;15/08/20;Fiction;14;100021
22203;06/04/20;Movies;0;100008
22204;16/04/20;Movies;11;100020
22205;17/12/20;Fiction;4;100023
22206;22/06/20;Fiction;0;100009
22207;17/03/20;Fiction;28;100027
22208;02/04/20;Fiction;18;100015
22209;19/09/20;Movies;38;100000
22210;21/03/20;Movies;100;100048
22211;20/02/20;Sport;55;100048
22212;05/01/20;Movies;11;100009
22213;05/01/20;News;6;100033
22214;20/05/20;Sport;26;100011
22215;14/03/20;Fiction;13;100046
22216;23/09/20;Sport;2;100014
22217;22/04/20;Fiction;7;100033
22218;04/05/20;Sport;16;100010
22219;12/09/20;Sport;41;100000
22220;21/08/20;News;10;100024
22221;11/11/20;Movies;70;100039
22222;22/10/20;News;16;100045
22223;25/09/20;News;0;100025
22224;28/03/20;Fiction;6;100047
22225;04/12/20;Fiction;27;100022
22226;12/08/20;Fiction;19;100002
22227;26/03/20;Movies;20;100037
22228;20/10/20;Sport;127;100025
22229;11/04/20;Sport;12;100044
22230;27/03/20;Movies;39;100038
22231;30/04/20;News;0;100016
22232;17/11/20;Sport;105;100018
22233;12/12/20;Fiction;9;100000
22234;10/12/20;Sport;125;100026
22235;08/08/20;Sport;10;100041
22236;15/02/20;Sport;12;100030
22237;17/10/20;Sport;12;100009
22238;02/09/20;News;1;100025
22239;30/07/20;Fiction;9;100041
22240;03/06/20;Sport;18;100023
22241;10/11/20;News;17;100004
22242;26/11/20;Sport;17;100039
22243;18/05/20;Fiction;0;100023
22244;08/12/20;Fiction;12;100037
22245;12/04/20;Fiction;19;100042
22246;02/01/20;News;4;100014
22247;14/11/20;Movies;5;100008
22248;29/12/20;News;10;100009
22249;23/12/20;News;3;100020
22250;28/07/20;Fiction;20;100034
22251;23/04/20;Fiction;20;100034
22252;06/05/20;Sport;20;100006
22253;06/09/20;Movies;32;100015
22254;22/10/20;Movies;11;100032
22255;05/07/20;Sport;65;100014
22256;06/08/20;Movies;25;100005
22257;23/07/20;Fiction;11;100028
22258;02/10/20;Movies;45;100022
22259;16/11/20;Sport;52;100016
22260;29/03/20;Movies;11;100016
22261;28/12/20;Sport;3;100045
22262;11/08/20;Movies;4;100014
22263;25/04/20;Fiction;4;100001
22264;07/09/20;Sport;7;100022
22265;18/06/20;Sport;34;100020
22266;04/10/20;Sport;25;100006
22267;04/08/20;Sport;19;100015
22268;26/08/20;Sport;17;100028
22269;22/01/20;News;0;100013
22270;18/04/20;Movies;8;100045
22271;18/03/20;Sport;30;100006
22272;19/02/20;News;4;100049
22273;28/06/20;News;8;100040
22274;04/04/20;News;15;100029
22275;29/08/20;News;8;100000
22276;31/01/20;Movies;112;100015
22277;23/05/20;Sport;122;100008
22278;07/05/20;Sport;17;100045
22279;12/02/20;Sport;7;100005
22280;21/06/20;Movies;5;100029
22281;02/10/20;Fiction;12;100043
22282;07/11/20;Fiction;13;100032
22283;08/12/20;Fiction;10;100011
22284;01/09/20;Movies;94;100032
22285;26/07/20;Fiction;25;100031
22286;16/10/20;News;12;100024
22287;11/09/20;Sport;10;100008
22288;07/01/20;Movies;7;100017
22289;12/05/20;Sport;28;100036
22290;17/06/20;News;3;100027
22291;02/03/20;Movies;43;100002
22292;06/08/20;Movies;27;100049
22293;01/03/20;News;14;100040
22294;14/11/20;Sport;36;100025
22295;09/12/20;News;13;100046
22296;07/08/20;Fiction;25;100023
22297;24/12/20;Fiction;30;100017
22298;06/12/20;Sport;24;100035
22299;22/06/20;Fiction;28;100000
22300;18/02/20;Movies;15;100008
22301;19/05/20;Sport;36;100014
22302;20/03/20;Fiction;28;100040
22303;08/10/20;Sport;17;100011
22304;30/11/20;Sport;27;100010
22305;11/09/20;Sport;21;100016
22306;27/01/20;Sport;33;100032
22307;29/09/20;News;15;100048
22308;10/04/20;Fiction;10;100037
22309;13/02/20;Sport;125;100003
22310;24/11/20;Fiction;17;100032
22311;16/11/20;Sport;10;100047
22312;29/10/20;Fiction;24;100022
22313;09/11/20;Fiction;28;100040
22314;17/03/20;Movies;48;100033
22315;12/02/20;Sport;13;100045
22316;14/10/20;News;10;100032
22317;05/11/20;News;15;100049
22318;06/02/20;Movies;8;100018
22319;21/06/20;News;9;100045
22320;12/11/20;News;11;100048
22321;06/12/20;News;10;100001
22322;19/06/20;Sport;9;100018
22323;08/07/20;Movies;9;100033
22324;16/06/20;Fiction;19;100011
22325;16/11/20;Fiction;17;100042
22326;28/02/20;Fiction;5;100033
22327;14/05/20;Movies;18;100001
22328;13/11/20;News;3;100015
22329;08/11/20;Fiction;18;100033
22330;29/03/20;Fiction;24;100034
22331;16/09/20;Sport;9;100031
22332;11/02/20;Fiction;23;100036
22333;21/12/20;News;15;100040
22334;11/04/20;News;15;100028
22335;11/10/20;Sport;21;100021
22336;06/10/20;Movies;4;100048
22337;16/11/20;News;11;100027
22338;16/05/20;Movies;36;100038
22339;19/08/20;Sport;4;100007
22340;26/09/20;News;10;100043
22341;22/01/20;Sport;42;100015
22342;11/03/20;Fiction;24;100037
22343;24/01/20;Sport;2;100027
22344;29/11/20;Sport;4;100024
22345;30/03/20;Sport;45;100036
22346;21/09/20;News;0;100029
22347;28/04/20;Sport;90;100023
22348;04/07/20;Movies;57;100021
22349;01/07/20;Sport;0;100018
22350;14/05/20;Sport;2;100022
22351;11/11/20;Movies;4;100017
22352;06/05/20;Movies;84;100039
22353;11/04/20;News;2;100016
22354;31/05/20;Sport;59;100014
22355;17/12/20;Sport;132;100012
22356;20/10/20;Fiction;13;100045
22357;28/06/20;News;7;100039
22358;11/08/20;Fiction;17;100014
22359;21/01/20;Sport;5;100049
22360;04/04/20;Movies;4;100042
22361;18/05/20;Sport;30;100049
22362;10/10/20;Sport;34;100041
22363;27/08/20;Sport;46;100038
22364;16/01/20;Movies;4;100004
22365;07/05/20;News;7;100000
22366;11/05/20;Sport;16;100034
22367;04/07/20;Sport;79;100027
22368;21/03/20;Movies;50;100008
22369;14/11/20;Fiction;18;100027
22370;11/12/20;News;0;100042
22371;04/04/20;Fiction;21;100003
22372;21/04/20;News;6;100020
22373;08/07/20;Fiction;10;100017
22374;20/07/20;Sport;8;100017
22375;10/10/20;Movies;6;100046
22376;14/07/20;Sport;12;100026
22377;08/03/20;Sport;37;100010
22378;05/04/20;Fiction;6;100046
22379;17/04/20;Fiction;17;100007
22380;14/04/20;Fiction;14;100036
22381;23/12/20;News;15;100014
22382;19/04/20;Fiction;10;100045
22383;24/02/20;Sport;34;100049
22384;11/12/20;News;3;100017
22385;10/07/20;Sport;22;100048
22386;18/04/20;Fiction;27;100013
22387;09/09/20;Fiction;24;100017
22388;07/04/20;Movies;4;100005
22389;07/07/20;News;12;100017
22390;16/09/20;Movies;2;100000
22391;30/06/20;Sport;25;100022
22392;01/02/20;Fiction;11;100017
22393;13/10/20;News;4;100044
22394;22/05/20;News;3;100004
22395;22/10/20;Fiction;22;100049
22396;30/10/20;Movies;10;100001
22397;08/06/20;Movies;12;100018
22398;28/01/20;Fiction;7;100000
22399;12/04/20;Movies;8;100011
22400;17/10/20;News;14;100032
22401;24/01/20;Movies;7;100040
22402;21/05/20;Sport;17;100022
22403;03/02/20;News;3;100026
22404;17/09/20;Sport;72;100033
22405;19/05/20;News;12;100028
22406;10/10/20;Fiction;20;100031
22407;09/06/20;Movies;45;100028
22408;01/12/20;Sport;2;100021
22409;30/01/20;Movies;0;100014
22410;23/07/20;Sport;34;100036
22411;31/08/20;Fiction;18;100039
22412;24/01/20;Fiction;0;100025
22413;30/11/20;Sport;17;100005
22414;19/08/20;News;14;100009
22415;12/06/20;Movies;0;100011
22416;10/03/20;Fiction;28;100007
22417;26/12/20;News;9;100032
22418;14/01/20;News;7;100044
22419;14/03/20;Movies;8;100029
22420;01/05/20;Movies;8;100032
22421;18/03/20;Movies;5;100016
22422;19/10/20;News;0;100015
22423;01/11/20;Fiction;11;100001
22424;03/03/20;News;17;100018
22425;26/04/20;Movies;4;100016
22426;25/09/20;Fiction;16;100000
22427;02/12/20;Movies;44;100044
22428;15/01/20;Sport;15;100008
22429;19/04/20;Movies;3;100044
22430;19/04/20;News;8;100010
22431;25/01/20;Movies;2;100038
22432;08/03/20;Fiction;1;100012
22433;03/12/20;Sport;62;100041
22434;27/08/20;Sport;8;100016
22435;10/01/20;Sport;0;100018
22436;02/03/20;Fiction;3;100012
22437;06/07/20;Sport;33;100047
22438;14/08/20;Movies;0;100046
22439;08/12/20;Movies;1;100040
22440;07/03/20;Movies;15;100048
22441;15/12/20;News;13;100044
22442;19/01/20;Fiction;28;100046
22443;11/02/20;News;3;100048
22444;10/02/20;Sport;36;100047
22445;23/07/20;News;9;100001
22446;12/11/20;Movies;1;100014
22447;18/01/20;Fiction;17;100009
22448;08/05/20;Movies;10;100013
22449;10/11/20;Movies;8;100016
22450;17/08/20;Movies;2;100023
22451;09/07/20;News;9;100027
22452;06/10/20;Fiction;0;100005
22453;13/07/20;Fiction;19;100019
22454;09/01/20;Sport;2;100030
22455;16/08/20;News;5;100012
22456;11/10/20;Fiction;24;100027
22457;22/04/20;Fiction;20;100002
22458;12/03/20;Sport;21;100010
22459;11/09/20;Movies;3;100043
22460;22/07/20;Fiction;18;100039
22461;21/01/20;Movies;3;100029
22462;22/09/20;Sport;12;100013
22463;29/06/20;News;2;100036
22464;22/08/20;Movies;9;100033
22465;17/01/20;News;1;100020
22466;19/02/20;News;10;100020
22467;18/12/20;Movies;116;100049
22468;30/09/20;Fiction;29;100042
22469;07/03/20;News;4;100004
22470;21/07/20;News;14;100008
22471;21/12/20;Fiction;16;100017
22472;08/08/20;News;8;100040
22473;14/11/20;Fiction;13;100040
22474;24/07/20;Sport;0;100041
22475;21/10/20;News;10;100010
22476;20/10/20;Sport;17;100003
22477;05/03/20;News;14;100040
22478;19/05/20;Fiction;5;100036
22479;31/10/20;News;8;100042
22480;26/10/20;Fiction;30;100039
22481;16/03/20;Movies;29;100035
22482;07/11/20;Fiction;0;100001
22483;22/08/20;News;14;100043
22484;01/03/20;News;17;100022
22485;17/07/20;Movies;0;100040
22486;22/03/20;Fiction;27;100000
22487;04/11/20;Movies;6;100004
22488;18/09/20;Movies;4;100008
22489;14/08/20;News;1;100004
22490;07/10/20;Sport;27;100025
22491;06/01/20;Fiction;23;100007
22492;12/07/20;Movies;1;100032
22493;06/03/20;Movies;4;100045
22494;14/01/20;Sport;7;100038
22495;15/10/20;Fiction;19;100034
22496;19/07/20;Fiction;7;100044
22497;08/10/20;Sport;25;100007
22498;16/04/20;Movies;5;100008
22499;02/02/20;Movies;3;100034
22500;13/08/20;Sport;115;100007
22501;25/11/20;News;13;100032
22502;30/10/20;Movies;4;100008
22503;29/12/20;Fiction;20;100018
22504;27/09/20;Fiction;29;100018
22505;17/11/20;Movies;50;100029
22506;16/04/20;Movies;10;100002
22507;23/05/20;News;12;100049
22508;01/04/20;News;6;100034
22509;13/12/20;Movies;4;100037
22510;07/09/20;News;14;100033
22511;25/05/20;Fiction;22;100000
22512;24/01/20;Movies;11;100004
22513;14/10/20;Fiction;17;100046
22514;25/09/20;Fiction;0;100034
22515;29/03/20;Fiction;1;100046
22516;06/03/20;News;2;100008
22517;11/12/20;Fiction;22;100000
22518;15/09/20;Sport;18;100028
22519;31/07/20;Sport;22;100041
22520;30/01/20;Fiction;16;100021
22521;08/09/20;Fiction;0;100048
22522;27/06/20;Movies;10;100031
22523;29/12/20;Movies;1;100005
22524;28/04/20;News;1;100037
22525;27/04/20;News;0;100028
22526;24/01/20;Sport;4;100040
22527;06/09/20;Fiction;26;100033
22528;24/12/20;News;8;100026
22529;05/05/20;Fiction;16;100011
22530;22/11/20;Sport;1;100003
22531;29/06/20;Fiction;2;100014
22532;09/04/20;News;16;100028
22533;06/11/20;Sport;34;100046
22534;09/06/20;Fiction;2;100032
22535;05/06/20;Sport;12;100001
22536;12/08/20;Fiction;19;100045
22537;11/05/20;Fiction;4;100007
22538;05/05/20;News;4;100047
22539;09/12/20;Fiction;16;100020
22540;10/07/20;News;11;100012
22541;29/05/20;Fiction;2;100047
22542;19/10/20;Movies;43;100037
22543;19/10/20;Fiction;28;100023
22544;21/07/20;Movies;4;100026
22545;02/04/20;Fiction;10;100043
22546;09/07/20;News;3;100003
22547;01/12/20;News;0;100013
22548;01/06/20;Sport;28;100042
22549;04/09/20;Fiction;12;100006
22550;30/12/20;Fiction;14;100016
22551;15/02/20;Sport;8;100031
22552;29/08/20;Sport;11;100023
22553;05/12/20;Movies;4;100033
22554;09/12/20;Sport;15;100049
22555;24/11/20;Fiction;21;100030
22556;18/04/20;News;4;100049
22557;26/07/20;News;17;100037
22558;22/04/20;Movies;4;100036
22559;08/03/20;Movies;51;100033
22560;15/02/20;News;11;100038
22561;26/02/20;Fiction;16;100015
22562;21/07/20;Fiction;2;100012
22563;01/09/20;Sport;35;100042
22564;16/03/20;Sport;62;100021
22565;22/12/20;Sport;10;100041
22566;01/11/20;Movies;82;100035
22567;29/02/20;Movies;12;100028
22568;23/04/20;News;0;100038
22569;15/11/20;Sport;6;100026
22570;14/11/20;Movies;8;100002
22571;31/08/20;Fiction;16;100024
22572;14/05/20;Fiction;22;100014
22573;05/05/20;Movies;0;100020
22574;16/01/20;Fiction;8;100043
22575;14/03/20;News;2;100043
22576;05/04/20;Sport;19;100028
22577;27/08/20;News;14;100048
22578;17/03/20;Fiction;10;100026
22579;23/05/20;Sport;130;100034
22580;18/04/20;News;3;100013
22581;27/06/20;Fiction;29;100025
22582;25/02/20;Fiction;2;100028
22583;24/03/20;Sport;6;100019
22584;17/08/20;Sport;1;100000
22585;16/01/20;Movies;2;100048
22586;21/11/20;Sport;25;100036
22587;27/07/20;News;0;100023
22588;12/12/20;Fiction;10;100001
22589;28/09/20;Sport;41;100033
22590;30/10/20;Sport;2;100009
22591;22/10/20;Fiction;2;100000
22592;09/01/20;Fiction;7;100028
22593;04/06/20;News;11;100028
22594;09/12/20;Movies;8;100014
22595;21/05/20;Fiction;0;100048
22596;20/06/20;News;0;100036
22597;17/06/20;Sport;67;100010
22598;17/11/20;News;3;100031
22599;01/03/20;Movies;43;100040
22600;04/12/20;Fiction;0;100001
22601;08/02/20;Sport;27;100006
22602;28/06/20;Movies;8;100018
22603;14/02/20;News;5;100037
22604;18/01/20;News;16;100041
22605;18/08/20;News;5;100022
22606;14/06/20;News;7;100041
22607;16/11/20;Sport;3;100033
22608;25/08/20;Sport;20;100032
22609;24/02/20;Movies;3;100046
22610;11/04/20;Movies;110;100031
22611;27/10/20;News;13;100038
22612;16/12/20;Sport;6;100042
22613;02/06/20;News;8;100036
22614;16/03/20;Fiction;12;100001
22615;13/10/20;Fiction;1;100009
22616;11/11/20;Movies;48;100009
22617;06/05/20;Sport;48;100005
22618;23/08/20;Fiction;2;100044
22619;06/08/20;Sport;10;100013
22620;22/11/20;News;4;100002
22621;22/05/20;Sport;0;100005
22622;04/11/20;Movies;7;100017
22623;25/08/20;Sport;38;100041
22624;08/05/20;Movies;5;100018
22625;08/01/20;News;0;100047
22626;29/11/20;Sport;35;100005
22627;01/05/20;Sport;33;100040
22628;21/10/20;Movies;86;100031
22629;13/08/20;Sport;82;100005
22630;03/02/20;Fiction;0;100045
22631;10/09/20;Movies;3;100042
22632;12/09/20;Sport;1;100018
22633;31/01/20;Movies;110;100009
22634;24/04/20;Movies;6;100013
22635;20/01/20;Fiction;10;100017
22636;01/01/20;Movies;12;100031
22637;06/03/20;News;17;100004
22638;12/10/20;Movies;6;100048
22639;05/10/20;Movies;12;100028
22640;05/02/20;Movies;27;100045
22641;17/04/20;News;15;100045
22642;16/05/20;News;13;100020
22643;03/12/20;Sport;100;100029
22644;08/05/20;News;15;100018
22645;10/09/20;Fiction;1;100017
22646;23/07/20;Movies;8;100044
22647;03/01/20;Fiction;28;100038
22648;10/01/20;Movies;6;100012
22649;23/11/20;Movies;40;100019
22650;13/05/20;Fiction;12;100015
22651;06/02/20;Sport;85;100001
22652;12/07/20;Movies;15;100020
22653;16/03/20;Fiction;26;100009
22654;21/01/20;Sport;7;100005
22655;20/03/20;Fiction;5;100049
22656;13/08/20;Movies;43;100002
22657;22/10/20;News;3;100004
22658;18/04/20;Movies;0;100011
22659;30/11/20;News;1;100031
22660;28/08/20;Movies;0;100022
22661;26/12/20;Sport;14;100029
22662;31/01/20;Sport;9;100037
22663;30/01/20;Sport;36;100007
22664;28/09/20;Sport;4;100032
22665;10/11/20;Fiction;17;100049
22666;27/04/20;Sport;27;100040
22667;16/03/20;Fiction;22;100018
22668;16/06/20;Fiction;20;100025
22669;08/04/20;Sport;23;100035
22670;31/08/20;Fiction;15;100013
22671;14/09/20;Sport;29;100001
22672;23/02/20;Movies;10;100025
22673;15/05/20;Movies;4;100026
